Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21049580;JOB21025445;SOUTHAMPTON;Southampton;TUGELA;LOCK;;Zuidelijk Insteekdok WALLENIUS;09/05/21 20:40:00;09/05/21 19:11:00;09/05/21 21:00:00;;;09/05/21 21:00:00;;;09/05/21 23:00:00;;;09/05/21 23:45:00;;;2,;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21049555;JOB21025418;SOUTHAMPTON;Southampton;VEGA LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;09/05/21 18:40:00;09/05/21 20:30:00;09/05/21 18:50:00;;;09/05/21 18:50:56;;;09/05/21 20:27:55;;;09/05/21 20:57:00;;;1,6;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21049502;JOB21025405;SOUTHAMPTON;Southampton;GRACEFUL LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;09/05/21 15:45:00;09/05/21 14:51:00;09/05/21 16:10:00;;;09/05/21 16:15:00;;;09/05/21 18:35:00;;;09/05/21 18:55:00;;;2,3;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21049244;JOB21025234;SOUTHAMPTON;Southampton;BORIS VILKITSKY;FIREWATCH;;LNG LNG TERMINAL;08/05/21 17:40:00;08/05/21 10:00:00;08/05/21 18:00:00;;;08/05/21 18:00:00;;;09/05/21 06:00:00;;;09/05/21 06:00:00;;;12,;12,3;Finished;;VRAI
ASS21049245;JOB21025286;SOUTHAMPTON;Southampton;LNG MERAK;FIREWATCH;;LNG LNG STEIGER WEST;08/05/21 17:40:00;08/05/21 17:45:00;08/05/21 18:00:00;;;08/05/21 18:00:00;;;09/05/21 06:00:00;;;09/05/21 06:00:00;;;12,;12,3;Finished;;VRAI
ASS21049184;JOB21025254;SOUTHAMPTON;Southampton;LNG MERAK;VOORHAVEN;;LNG LNG STEIGER WEST;08/05/21 14:05:00;08/05/21 15:00:00;08/05/21 15:15:00;;;08/05/21 15:15:00;;;08/05/21 17:15:00;;;08/05/21 17:45:00;;;2,;3,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21049168;JOB21025252;SOUTHAMPTON;Southampton;UMM BAB;VOORHAVEN;LNG LNG STEIGER WEST;;08/05/21 11:20:00;08/05/21 13:30:00;08/05/21 13:15:00;;;08/05/21 13:30:00;;;08/05/21 14:05:00;;;08/05/21 14:05:00;;;0,6;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21049089;JOB21025225;SOUTHAMPTON;Southampton;OOCL INDONESIA;VOORHAVEN;;Albert II dok APM TERMINAL;08/05/21 09:10:00;08/05/21 08:34:00;08/05/21 09:40:00;;;08/05/21 10:05:00;;;08/05/21 11:20:00;;;08/05/21 11:20:00;;;1,3;2,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21048998;JOB21025202;SOUTHAMPTON;Southampton;AUTO ENERGY;LOCK;Zuidelijk Insteekdok ZID WEST;;08/05/21 04:30:00;08/05/21 06:15:00;08/05/21 04:50:00;;;08/05/21 04:55:50;;;08/05/21 06:35:00;;;08/05/21 07:05:00;;;1,7;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048957;JOB21025193;SOUTHAMPTON;Southampton;CARLOS FISCHER;LOCK;;Noordelijk Insteekdok BNFW WEST;07/05/21 23:30:00;07/05/21 19:50:00;07/05/21 23:45:00;;;07/05/21 23:50:00;;;08/05/21 01:27:43;;;08/05/21 01:57:00;;;1,6;2,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21048768;JOB21025088;SOUTHAMPTON;Southampton;UMM BAB;VOORHAVEN;;LNG LNG STEIGER WEST;07/05/21 13:20:00;07/05/21 14:00:00;07/05/21 14:00:00;;;07/05/21 14:05:00;;;07/05/21 16:00:00;;;07/05/21 16:30:00;;;1,9;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048595;JOB21025001;SOUTHAMPTON;Southampton;FINNSEA;VOORHAVEN;;Wielingendok WIELINGENDOK;07/05/21 04:23:48;07/05/21 04:50:00;07/05/21 04:50:00;;;07/05/21 04:51:19;;;07/05/21 05:11:20;;;07/05/21 05:41:00;;;0,3;1,3;Finished;;VRAI
ASS21048591;JOB21024999;SOUTHAMPTON;Southampton;ACACIA SEAWAYS;VOORHAVEN;;Hermespier C.RO  HERMESKAAI;07/05/21 03:20:00;07/05/21 03:45:00;07/05/21 03:45:00;;;07/05/21 03:47:26;;;07/05/21 04:10:00;;;07/05/21 04:40:00;;;0,4;1,3;Finished;;VRAI
ASS21048492;JOB21024970;SOUTHAMPTON;Southampton;TALISMAN;LOCK;Zuidelijk Insteekdok SRT ZID;;06/05/21 19:10:00;06/05/21 22:55:00;06/05/21 22:50:00;;;06/05/21 22:56:11;;;06/05/21 23:55:00;;;07/05/21 00:25:00;;;1,;5,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048280;JOB21024858;SOUTHAMPTON;Southampton;DON PASQUALE;LOCK;Zuidelijk Insteekdok WALLENIUS;;06/05/21 13:50:00;06/05/21 14:00:00;06/05/21 14:05:00;;;06/05/21 14:05:00;;;06/05/21 15:30:00;;;06/05/21 16:00:00;;;1,4;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048220;JOB21024812;SOUTHAMPTON;Southampton;BERGAMOT ACE;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok STEIGER TOYOTA;06/05/21 11:40:00;06/05/21 12:55:00;06/05/21 11:50:00;;;06/05/21 12:55:00;;;06/05/21 13:50:00;;;06/05/21 14:20:00;;;0,9;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048183;JOB21024786;SOUTHAMPTON;Southampton;VEGA LEADER;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;06/05/21 09:40:00;06/05/21 09:45:00;06/05/21 10:10:00;;;06/05/21 10:40:00;;;06/05/21 11:40:00;;;06/05/21 11:40:00;;;1,;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048140;JOB21024771;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;;Noordelijk Insteekdok CTO WEST;06/05/21 08:30:00;06/05/21 07:35:00;06/05/21 09:00:00;;;06/05/21 09:10:00;;;06/05/21 09:40:00;;;06/05/21 10:10:00;;;0,5;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21048055;JOB21024749;SOUTHAMPTON;Southampton;NEPTUNE GALENE;LOCK;;Noordelijk Insteekdok CTO OOST;06/05/21 01:55:10;06/05/21 02:40:00;06/05/21 02:36:50;;;06/05/21 02:42:20;;;06/05/21 04:47:24;;;06/05/21 05:20:00;;;2,1;3,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21048033;JOB21024743;SOUTHAMPTON;Southampton;YAKOV GAKKEL;VOORHAVEN;;LNG LNG TERMINAL;05/05/21 23:30:00;06/05/21 00:15:00;06/05/21 00:00:36;;;06/05/21 00:22:48;;;06/05/21 01:52:46;;;06/05/21 01:53:10;;;1,5;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21047910;JOB21024674;SOUTHAMPTON;Southampton;BERGAMOT ACE;LOCK;;Zuidelijk Insteekdok STEIGER TOYOTA;05/05/21 15:55:00;05/05/21 16:10:00;05/05/21 16:12:12;;;05/05/21 16:12:16;;;05/05/21 17:51:56;;;05/05/21 18:21:00;;;1,7;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21047845;JOB21024659;SOUTHAMPTON;Southampton;FIGARO;LOCK;Zuidelijk Insteekdok SRT ZID;;05/05/21 14:00:00;05/05/21 14:30:00;05/05/21 14:21:51;;;05/05/21 14:28:32;;;05/05/21 15:55:46;;;05/05/21 16:25:00;;;1,5;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21047480;JOB21024522;SOUTHAMPTON;Southampton;CENTAURUS LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;04/05/21 19:30:00;04/05/21 20:00:00;04/05/21 19:56:56;;;04/05/21 20:00:07;;;04/05/21 21:43:23;;;04/05/21 22:15:00;;;1,7;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21047405;JOB21024472;SOUTHAMPTON;Southampton;YASMINE;VOORHAVEN;Hermespier C.RO HERMESKAAI;;04/05/21 15:00:00;04/05/21 15:00:00;04/05/21 15:00:00;;;04/05/21 15:00:00;;;04/05/21 15:20:00;;;04/05/21 15:50:00;;;0,3;0,8;Finished;;VRAI
ASS21047200;JOB21024342;SOUTHAMPTON;Southampton;YASMINE;FIREWATCH;;Hermespier C.RO HERMESKAAI;04/05/21 06:00:00;04/05/21 06:15:00;04/05/21 06:15:00;;;04/05/21 06:15:00;;;04/05/21 15:00:00;;;04/05/21 15:30:00;;;8,8;9,5;Finished;;VRAI
ASS21047183;JOB21024332;SOUTHAMPTON;Southampton;YASMINE;VOORHAVEN;;Hermespier C.RO HERMESKAAI;04/05/21 04:15:00;04/05/21 04:50:00;04/05/21 04:50:55;;;04/05/21 04:50:57;;;04/05/21 05:45:00;;;04/05/21 06:15:00;;;0,9;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21047141;JOB21024318;SOUTHAMPTON;Southampton;CORAL ENERGY;VOORHAVEN;;LNG LNG TERMINAL;04/05/21 00:30:00;04/05/21 01:15:00;04/05/21 00:50:31;;;04/05/21 01:14:43;;;04/05/21 01:57:39;;;04/05/21 02:30:00;;;0,7;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21047088;JOB21024299;SOUTHAMPTON;Southampton;CENTAURUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;03/05/21 21:15:00;03/05/21 21:45:00;03/05/21 21:46:51;;;03/05/21 21:46:55;;;03/05/21 22:19:40;;;03/05/21 22:50:00;;;0,5;1,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21047057;JOB21024288;SOUTHAMPTON;Southampton;GRAVITY HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;03/05/21 19:20:00;03/05/21 19:55:00;03/05/21 19:43:31;;;03/05/21 19:58:38;;;03/05/21 20:25:40;;;03/05/21 20:27:36;;;0,5;1,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21046959;JOB21024243;SOUTHAMPTON;Southampton;COSCO FRANCE;VOORHAVEN;Albert II dok APM TERMINAL;;03/05/21 16:00:00;03/05/21 16:20:00;03/05/21 16:20:00;;;03/05/21 16:20:00;;;03/05/21 17:08:02;;;03/05/21 17:38:00;;;0,8;1,6;Finished;;VRAI
ASS21046880;JOB21024109;SOUTHAMPTON;Southampton;GREEN BAY;LOCK;;Zuidelijk Insteekdok ZID WEST;03/05/21 01:40:00;02/05/21 03:15:00;03/05/21 03:00:00;;;03/05/21 03:15:00;;;03/05/21 05:20:00;;;03/05/21 05:50:00;;;2,1;4,2;Finished;;FAUX
ASS21046881;JOB21024158;SOUTHAMPTON;Southampton;DON PASQUALE;LOCK;;Zuidelijk Insteekdok WALLENIUS;02/05/21 23:30:00;02/05/21 23:45:00;02/05/21 23:40:00;;;02/05/21 23:45:00;;;03/05/21 01:40:00;;;03/05/21 01:40:00;;;1,9;2,2;Finished;;FAUX
ASS21046871;JOB21024151;SOUTHAMPTON;Southampton;CANADIAN HIGHWAY;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;02/05/21 19:00:00;02/05/21 22:00:00;02/05/21 21:30:00;;;02/05/21 22:00:00;;;02/05/21 23:30:00;;;02/05/21 23:30:00;;;1,5;4,5;Finished;;FAUX
ASS21046819;JOB21024077;SOUTHAMPTON;Southampton;LNG DUBHE;FIREWATCH;Brandwacht;LNG LNG STEIGER WEST;02/05/21 16:00:00;02/05/21 16:20:00;02/05/21 16:20:00;;;02/05/21 16:20:00;;;02/05/21 19:00:00;;;02/05/21 19:30:00;;;2,7;3,5;Finished;;FAUX
ASS21046816;JOB21024039;SOUTHAMPTON;Southampton;LNG DUBHE;VOORHAVEN;;LNG LNG STEIGER WEST;02/05/21 13:45:00;02/05/21 14:20:00;02/05/21 14:15:00;;;02/05/21 14:20:00;;;02/05/21 16:00:00;;;02/05/21 16:30:00;;;1,7;2,8;Finished;;FAUX
ASS21046874;JOB21023876;SOUTHAMPTON;Southampton;MARSHAL VASILEVSKIY;VOORHAVEN;LNG LNG STEIGER WEST;;02/05/21 11:45:00;02/05/21 12:05:00;02/05/21 12:05:00;;;02/05/21 12:05:00;;;02/05/21 13:10:00;;;02/05/21 13:40:00;;;1,1;1,9;Finished;;VRAI
ASS21046813;JOB21023994;SOUTHAMPTON;Southampton;GEORGIY BRUSILOV;VOORHAVEN;LNG LNG TERMINAL;;02/05/21 09:00:00;02/05/21 09:30:00;02/05/21 09:20:00;;;02/05/21 09:30:00;;;02/05/21 10:10:00;;;02/05/21 10:40:00;;;0,7;1,7;Finished;;FAUX
ASS21046227;JOB21023820;SOUTHAMPTON;Southampton;GEORGIY BRUSILOV;FIREWATCH;;LNG LNG TERMINAL;01/05/21 10:20:00;01/05/21 03:15:00;01/05/21 10:40:00;;;01/05/21 10:40:00;;;02/05/21 09:30:00;;;02/05/21 10:00:00;;;22,8;23,7;Finished;;FAUX
ASS21046812;JOB21023867;SOUTHAMPTON;Southampton;MARSHAL VASILEVSKIY;FIREWATCH;;LNG LNG STEIGER WEST;01/05/21 10:10:00;01/05/21 08:45:00;01/05/21 10:40:00;;;01/05/21 10:40:00;;;02/05/21 12:05:00;;;02/05/21 12:35:00;;;25,4;26,4;Finished;;FAUX
ASS21046183;JOB21023860;SOUTHAMPTON;Southampton;COSCO SHIPPING PISCES;VOORHAVEN;;Albert II dok APM TERMINAL;01/05/21 08:10:00;01/05/21 08:50:00;01/05/21 08:48:12;;;01/05/21 08:52:30;;;01/05/21 10:19:00;;;01/05/21 10:50:00;;;1,4;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21046132;JOB21023821;SOUTHAMPTON;Southampton;AL RUWAIS;VOORHAVEN;LNG LNG STEIGER WEST;;01/05/21 04:56:44;01/05/21 05:15:00;01/05/21 05:30:54;;;01/05/21 05:30:56;;;01/05/21 06:11:22;;;01/05/21 06:11:34;;;0,7;1,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21046086;JOB21023812;SOUTHAMPTON;Southampton;GEORGIY BRUSILOV;VOORHAVEN;;LNG LNG TERMINAL;01/05/21 00:04:07;01/05/21 01:35:00;01/05/21 01:24:46;;;01/05/21 01:32:24;;;01/05/21 03:13:35;;;01/05/21 03:45:00;;;1,7;3,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21046857;JOB21023795;SOUTHAMPTON;Southampton;PHOENIX LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;30/04/21 20:10:00;30/04/21 21:50:00;30/04/21 21:58:00;;;30/04/21 21:58:00;;;01/05/21 00:00:00;;;01/05/21 00:30:00;;;2,;4,3;Finished;;VRAI
ASS21046005;JOB21023779;SOUTHAMPTON;Southampton;BALTIC HOLLYHOCK;LOCK;Noordelijk Insteekdok BNFW OOST;;30/04/21 18:30:05;30/04/21 18:50:00;30/04/21 18:49:31;;;30/04/21 18:49:35;;;30/04/21 20:03:29;;;30/04/21 20:04:05;;;1,2;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21045890;JOB21023692;SOUTHAMPTON;Southampton;SPLENDID ACE;LOCK;;Zuidelijk Insteekdok ZID WEST;30/04/21 11:30:00;30/04/21 13:00:00;30/04/21 12:56:01;;;30/04/21 12:58:16;;;30/04/21 14:50:55;;;30/04/21 15:20:00;;;1,9;3,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21045819;JOB21023626;SOUTHAMPTON;Southampton;TOSCA;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID WEST;30/04/21 08:30:00;30/04/21 09:00:00;30/04/21 09:00:00;;;30/04/21 09:00:00;;;30/04/21 09:38:13;;;30/04/21 10:10:00;;;0,6;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21045720;JOB21023593;SOUTHAMPTON;Southampton;LIBERTY;LOCK;;Zuidelijk Insteekdok WALLENIUS;30/04/21 01:00:00;30/04/21 02:50:00;30/04/21 02:40:19;;;30/04/21 02:50:46;;;30/04/21 04:23:15;;;30/04/21 04:50:00;;;1,5;3,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21045689;JOB21023577;SOUTHAMPTON;Southampton;ASIAN MAJESTY;LOCK;Zuidelijk Insteekdok WALLENIUS;;29/04/21 22:04:48;29/04/21 22:25:00;29/04/21 22:05:11;;;29/04/21 22:23:31;;;29/04/21 23:39:00;;;30/04/21 00:10:00;;;1,3;2,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21045680;JOB21023564;SOUTHAMPTON;Southampton;TOSCA;LOCK;Zuidelijk Insteekdok ZID WEST;Noordelijk Insteekdok CTO OOST;29/04/21 21:18:54;29/04/21 19:55:00;29/04/21 21:18:58;;;29/04/21 21:19:38;;;29/04/21 22:03:08;;;29/04/21 22:03:13;;;0,7;0,7;Finished;;VRAI
ASS21045808;JOB21023319;SOUTHAMPTON;Southampton;VLADIMIR VIZE;FIREWATCH;Brandwacht;LNG LNG TERMINAL;29/04/21 11:15:00;28/04/21 19:00:00;29/04/21 11:45:00;;;29/04/21 11:45:00;;;29/04/21 17:00:00;;;29/04/21 17:30:00;;;5,3;6,3;Finished;;VRAI
ASS21045437;JOB21023397;SOUTHAMPTON;Southampton;CELINE;VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;29/04/21 10:00:00;29/04/21 10:35:00;29/04/21 10:30:32;;;29/04/21 10:37:06;;;29/04/21 11:04:07;;;29/04/21 11:35:00;;;0,5;1,6;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21045361;JOB21023372;SOUTHAMPTON;Southampton;SCHELDEGRACHT;VOORHAVEN;;Albert II dok APM TERMINAL;29/04/21 06:40:00;29/04/21 07:15:00;29/04/21 07:10:00;;;29/04/21 07:13:42;;;29/04/21 08:13:46;;;29/04/21 08:43:00;;;1,;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21045315;JOB21023357;SOUTHAMPTON;Southampton;CMA CGM FORT ROYAL;VOORHAVEN;;Albert II dok APM TERMINAL;29/04/21 04:20:00;29/04/21 05:15:00;29/04/21 05:05:00;;;29/04/21 05:15:00;;;29/04/21 06:00:00;;;29/04/21 06:30:00;;;0,8;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21045308;JOB21023351;SOUTHAMPTON;Southampton;NIAGARA HIGHWAY;LOCK;Zuidelijk Insteekdok ZID OOST;;29/04/21 03:00:00;29/04/21 03:15:00;29/04/21 03:00:00;;;29/04/21 03:15:00;;;29/04/21 04:20:00;;;29/04/21 04:50:00;;;1,1;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21045233;JOB21023328;SOUTHAMPTON;Southampton;NIAGARA HIGHWAY;LOCK ONLY;Zuidelijk Insteekdok ZID OOST;;28/04/21 21:30:00;28/04/21 22:00:00;28/04/21 21:52:00;;;28/04/21 22:00:00;;;28/04/21 22:30:00;;;28/04/21 22:35:00;;;0,5;1,1;Finished;;VRAI
ASS21045175;JOB21023314;SOUTHAMPTON;Southampton;BALTIC HOLLYHOCK;LOCK;;Noordelijk Insteekdok BNFW OOST;28/04/21 18:15:00;28/04/21 18:50:00;28/04/21 18:40:00;;;28/04/21 18:40:00;;;28/04/21 20:35:00;;;28/04/21 20:55:00;;;1,9;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21044826;JOB21023137;SOUTHAMPTON;Southampton;OOCL UNITED KINGDOM;VOORHAVEN;;Albert II dok APM TERMINAL;27/04/21 18:15:00;27/04/21 18:55:00;27/04/21 18:45:00;;;27/04/21 19:00:00;;;27/04/21 20:05:00;;;27/04/21 20:35:00;;;1,1;2,3;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21044690;JOB21023049;SOUTHAMPTON;Southampton;VIKING DIAMOND;LOCK ONLY;Zuidelijk Insteekdok STEIGER TOYOTA;;27/04/21 13:30:00;27/04/21 13:50:00;27/04/21 13:49:04;;;27/04/21 13:49:06;;;27/04/21 14:44:30;;;27/04/21 15:40:00;;;0,9;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21044621;JOB21023008;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;27/04/21 09:50:00;27/04/21 10:30:00;27/04/21 10:20:00;;;27/04/21 10:33:44;;;27/04/21 12:32:50;;;27/04/21 13:05:00;;;2,;3,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21044432;JOB21022915;SOUTHAMPTON;Southampton;MORNING COURIER;LOCK;Zuidelijk Insteekdok SRT ZID;;26/04/21 18:10:00;26/04/21 19:45:00;26/04/21 19:42:00;;;26/04/21 19:45:00;;;26/04/21 21:45:00;;;26/04/21 22:15:00;;;2,;4,1;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21044386;JOB21022889;SOUTHAMPTON;Southampton;NEPTUNE GALENE;LOCK;Noordelijk Insteekdok CTO OOST;;26/04/21 16:45:00;26/04/21 16:30:00;26/04/21 17:35:00;;;26/04/21 17:40:09;;;26/04/21 18:10:00;;;26/04/21 18:40:00;;;0,5;1,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21044315;JOB21022833;SOUTHAMPTON;Southampton;VIKING DIAMOND;SHIFT ACHTERHAVEN;;Noordelijk Insteekdok ICO WEST;26/04/21 12:45:00;26/04/21 14:35:00;26/04/21 14:27:59;;;26/04/21 14:35:00;;;26/04/21 15:12:50;;;26/04/21 15:45:00;;;0,6;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21044155;JOB21022750;SOUTHAMPTON;Southampton;OOCL HONG KONG;VOORHAVEN;Albert II dok APM TERMINAL;;26/04/21 04:20:00;26/04/21 04:55:00;26/04/21 04:50:00;;;26/04/21 04:55:00;;;26/04/21 05:45:00;;;26/04/21 06:15:00;;;0,8;1,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21044062;JOB21022719;SOUTHAMPTON;Southampton;RCC COMPASS;LOCK;Zuidelijk Insteekdok ZID WEST;;25/04/21 21:25:00;25/04/21 22:10:00;25/04/21 21:45:00;;;25/04/21 22:10:00;;;25/04/21 23:45:00;;;26/04/21 00:15:00;;;1,6;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043951;JOB21022674;SOUTHAMPTON;Southampton;CENTAURUS LEADER;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;25/04/21 15:05:00;25/04/21 15:35:00;25/04/21 15:15:00;;;25/04/21 15:37:26;;;25/04/21 17:35:00;;;25/04/21 18:05:00;;;2,;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043768;JOB21022583;SOUTHAMPTON;Southampton;TAIPAN;LOCK;;Zuidelijk Insteekdok WALLENIUS;25/04/21 01:30:00;25/04/21 02:15:00;25/04/21 02:00:00;;;25/04/21 02:10:00;;;25/04/21 04:35:00;;;25/04/21 05:05:00;;;2,4;3,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043756;JOB21022576;SOUTHAMPTON;Southampton;GRAND PAVO;LOCK;Zuidelijk Insteekdok WALLENIUS;;24/04/21 23:30:00;25/04/21 00:05:00;25/04/21 00:00:00;;;25/04/21 00:10:00;;;25/04/21 01:30:00;;;25/04/21 02:00:00;;;1,3;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043743;JOB21022572;SOUTHAMPTON;Southampton;EURASIAN HIGHWAY;LOCK;Zuidelijk Insteekdok ZID WEST;;24/04/21 19:45:00;24/04/21 21:55:00;24/04/21 21:30:00;;;24/04/21 22:00:00;;;24/04/21 23:30:00;;;25/04/21 00:00:00;;;1,5;4,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21043705;JOB21022557;SOUTHAMPTON;Southampton;RCC COMPASS;SHIFT ACHTERHAVEN;K521;ZUIDELIJK INSTEEK DOK;24/04/21 18:00:00;24/04/21 18:30:00;24/04/21 18:30:00;;;24/04/21 18:30:00;;;24/04/21 19:15:00;;;24/04/21 19:45:00;;;0,8;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043513;JOB21022505;SOUTHAMPTON;Southampton;EURASIAN HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID WEST;24/04/21 10:00:00;24/04/21 10:40:00;24/04/21 10:24:41;;;24/04/21 10:38:37;;;24/04/21 12:33:40;;;24/04/21 13:03:00;;;1,9;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043437;JOB21022466;SOUTHAMPTON;Southampton;DELHI HIGHWAY;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;24/04/21 03:45:00;24/04/21 04:15:00;24/04/21 04:15:00;;;24/04/21 04:25:00;;;24/04/21 06:28:56;;;24/04/21 07:00:00;;;2,1;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043358;JOB21022443;SOUTHAMPTON;Southampton;RCC COMPASS;LOCK;;Zuidelijk Insteekdok ZID OOST;23/04/21 20:30:00;23/04/21 21:15:00;23/04/21 21:15:00;;;23/04/21 21:15:00;;;23/04/21 23:30:00;;;24/04/21 00:00:00;;;2,3;3,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21043233;JOB21022379;SOUTHAMPTON;Southampton;CORAL LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;23/04/21 15:30:00;23/04/21 16:00:00;23/04/21 15:49:13;;;23/04/21 16:01:09;;;23/04/21 17:47:23;;;23/04/21 18:17:00;;;1,8;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043026;JOB21022220;SOUTHAMPTON;Southampton;CORAL LEADER;SHIFT ACHTERHAVEN;Zuidelijk Insteekdok ZID WEST;;23/04/21 06:00:00;23/04/21 06:35:00;23/04/21 06:32:03;;;23/04/21 06:36:49;;;23/04/21 07:16:41;;;23/04/21 07:46:23;;;0,7;1,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21042980;JOB21022192;SOUTHAMPTON;Southampton;VIKING AMBER;LOCK;;Zuidelijk Insteekdok ZID WEST;23/04/21 02:00:00;23/04/21 02:45:00;23/04/21 02:30:00;;;23/04/21 02:45:00;;;23/04/21 04:35:00;;;23/04/21 05:05:00;;;1,8;3,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21042912;JOB21022150;SOUTHAMPTON;Southampton;VLADIMIR VORONIN;VOORHAVEN;;LNG LNG STEIGER WEST;22/04/21 17:50:00;22/04/21 18:40:00;22/04/21 18:30:00;;;22/04/21 18:40:00;;;22/04/21 20:08:22;;;22/04/21 20:38:00;;;1,5;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21042887;JOB21022145;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;LNG LNG STEIGER WEST;;22/04/21 16:45:00;22/04/21 16:55:00;22/04/21 16:47:00;;;22/04/21 17:04:43;;;22/04/21 17:39:44;;;22/04/21 17:50:00;;;0,6;1,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21043065;JOB21021918;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;FIREWATCH;;LNG LNG STEIGER WEST;22/04/21 13:40:00;21/04/21 19:30:00;22/04/21 13:40:00;;;22/04/21 13:40:00;;;22/04/21 16:45:00;;;22/04/21 16:45:00;;;3,1;3,1;Finished;;FAUX
