Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21042815;JOB21022100;SOUTHAMPTON;Southampton;YAMAL SPIRIT;FIREWATCH;;LNG LNG TERMINAL;22/04/21 13:30:00;22/04/21 13:40:00;22/04/21 13:40:00;;;22/04/21 13:40:00;;;22/04/21 18:30:00;;;22/04/21 19:00:00;;;4,8;5,5;Finished;;FAUX
ASS21042749;JOB21022041;SOUTHAMPTON;Southampton;YAMAL SPIRIT;VOORHAVEN;;LNG LNG TERMINAL;22/04/21 11:37:28;22/04/21 12:00:00;22/04/21 11:54:33;;;22/04/21 11:57:00;;;22/04/21 13:28:12;;;22/04/21 13:30:00;;;1,5;1,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21042652;JOB21021955;SOUTHAMPTON;Southampton;CORAL LEADER;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;22/04/21 02:55:00;22/04/21 01:55:00;22/04/21 03:00:00;;;22/04/21 03:30:00;;;22/04/21 04:05:00;;;22/04/21 04:35:00;;;0,6;1,7;Finished;;VRAI
ASS21042566;JOB21021929;SOUTHAMPTON;Southampton;LIBERTY;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID OOST;21/04/21 20:00:00;21/04/21 20:25:00;21/04/21 20:20:00;;;21/04/21 20:30:00;;;21/04/21 21:20:00;;;21/04/21 21:50:00;;;0,8;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21042489;JOB21021891;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;;LNG LNG STEIGER WEST;21/04/21 17:00:00;21/04/21 17:25:00;21/04/21 17:25:00;;;21/04/21 17:25:00;;;21/04/21 19:10:00;;;21/04/21 19:40:00;;;1,8;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21042467;JOB21021887;SOUTHAMPTON;Southampton;HERMINE;SHIFT VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;21/04/21 14:15:00;21/04/21 14:45:00;21/04/21 14:45:00;;;21/04/21 14:45:00;;;21/04/21 15:25:00;;;21/04/21 15:55:00;;;0,7;1,7;Finished;;VRAI
ASS21042177;JOB21021731;SOUTHAMPTON;Southampton;MONZA EXPRESS;LOCK;Zuidelijk Insteekdok ZID WEST;;20/04/21 21:30:00;20/04/21 21:45:00;20/04/21 21:40:00;;;20/04/21 21:45:00;;;20/04/21 23:05:00;;;20/04/21 23:35:00;;;1,3;2,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21042158;JOB21021717;SOUTHAMPTON;Southampton;MARGUERITE ACE;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;20/04/21 17:30:00;20/04/21 17:50:00;20/04/21 17:50:00;;;20/04/21 17:51:55;;;20/04/21 19:05:00;;;20/04/21 19:35:00;;;1,2;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041952;JOB21021612;SOUTHAMPTON;Southampton;LIBERTY;LOCK;;Zuidelijk Insteekdok ZID OOST;20/04/21 11:00:00;20/04/21 11:55:00;20/04/21 11:30:00;;;20/04/21 11:55:51;;;20/04/21 14:58:29;;;20/04/21 15:30:00;;;3,;4,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041783;JOB21021532;SOUTHAMPTON;Southampton;PERMIAN LADY;VOORHAVEN;Geul West - ZP1 BBM;;19/04/21 22:45:00;19/04/21 23:00:00;19/04/21 23:00:00;;;19/04/21 23:00:00;;;19/04/21 23:15:00;;;19/04/21 23:45:00;;;0,3;1,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041628;JOB21021433;SOUTHAMPTON;Southampton;TAIPAN;LOCK;Noordelijk Insteekdok CTO OOST;;19/04/21 13:30:00;19/04/21 13:50:00;19/04/21 13:50:00;;;19/04/21 13:50:50;;;19/04/21 16:00:48;;;19/04/21 16:30:00;;;2,2;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041439;JOB21021330;SOUTHAMPTON;Southampton;TORTUGAS;LOCK;;Zuidelijk Insteekdok SRT ZID;19/04/21 02:04:13;19/04/21 01:40:00;19/04/21 03:00:00;;;19/04/21 03:20:00;;;19/04/21 03:55:00;;;19/04/21 04:25:00;;;0,6;2,3;Finished;;VRAI
ASS21041428;JOB21021328;SOUTHAMPTON;Southampton;TAIPAN;SHIFT ACHTERHAVEN;k531;k405;19/04/21 00:25:00;19/04/21 01:00:00;19/04/21 00:35:00;;;19/04/21 01:00:00;;;19/04/21 01:45:00;;;19/04/21 01:45:00;;;0,8;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041387;JOB21021311;SOUTHAMPTON;Southampton;COOL EAGLE;LOCK;;Noordelijk Insteekdok BNFW OOST;18/04/21 21:15:00;18/04/21 22:05:00;18/04/21 21:45:00;;;18/04/21 22:05:00;;;19/04/21 00:25:00;;;19/04/21 00:25:00;;;2,3;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041313;JOB21021276;SOUTHAMPTON;Southampton;ARC INTEGRITY;LOCK;Zuidelijk Insteekdok SRT ZID;;18/04/21 14:45:00;18/04/21 16:30:00;18/04/21 16:27:00;;;18/04/21 16:31:11;;;18/04/21 17:44:27;;;18/04/21 18:15:00;;;1,2;3,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041170;JOB21021213;SOUTHAMPTON;Southampton;COSCO SHIPPING AZALEA;VOORHAVEN;;Albert II dok APM TERMINAL;18/04/21 06:47:59;18/04/21 07:25:00;18/04/21 07:24:52;;;18/04/21 07:24:54;;;18/04/21 08:30:11;;;18/04/21 09:00:11;;;1,1;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21041140;JOB21021197;SOUTHAMPTON;Southampton;CORAL MEDUSA;VOORHAVEN;Geul West - ZP1 BBM;;18/04/21 04:45:00;18/04/21 05:15:00;18/04/21 05:15:00;;;18/04/21 05:15:00;;;18/04/21 05:35:00;;;18/04/21 06:05:00;;;0,3;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040982;JOB21021131;SOUTHAMPTON;Southampton;CORAL MEDUSA;VOORHAVEN;;Geul West - ZP1 BBM;17/04/21 13:00:00;17/04/21 13:40:00;17/04/21 13:30:00;;;17/04/21 13:41:00;;;17/04/21 14:14:47;;;17/04/21 14:44:15;;;0,6;1,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21040854;JOB21021005;SOUTHAMPTON;Southampton;FEGULUS;LOCK;Noordelijk Insteekdok CTO OOST;;17/04/21 02:40:00;17/04/21 02:55:00;17/04/21 02:55:00;;;17/04/21 02:55:00;;;17/04/21 04:50:00;;;17/04/21 05:20:00;;;1,9;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040844;JOB21021075;SOUTHAMPTON;Southampton;PASSERO;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;17/04/21 01:40:00;17/04/21 00:30:00;17/04/21 01:45:00;;;17/04/21 01:50:00;;;17/04/21 02:40:00;;;17/04/21 02:40:00;;;0,8;1,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040806;JOB21021062;SOUTHAMPTON;Southampton;CATTLEYA ACE;LOCK;;Noordelijk Insteekdok ICO WEST;16/04/21 22:40:00;16/04/21 21:30:00;16/04/21 22:40:00;;;16/04/21 22:50:00;;;16/04/21 23:35:00;;;17/04/21 00:05:00;;;0,8;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040780;JOB21021063;SOUTHAMPTON;Southampton;NORD VANQUISH;SHIFT ACHTERHAVEN;;Verbindingsdok TAMECO BUITENZIJDE STEIGER;16/04/21 20:15:00;16/04/21 21:00:00;16/04/21 20:40:00;;;16/04/21 21:00:00;;;16/04/21 21:55:00;;;16/04/21 22:25:00;;;0,9;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040726;JOB21021039;SOUTHAMPTON;Southampton;VIKING CONSTANZA;LOCK;;Noordelijk Insteekdok CTO OOST;16/04/21 18:05:00;16/04/21 18:30:00;16/04/21 18:20:00;;;16/04/21 18:30:00;;;16/04/21 20:00:00;;;16/04/21 20:15:00;;;1,5;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040667;JOB21021004;SOUTHAMPTON;Southampton;GLOVIS CHALLENGE;LOCK;Zuidelijk Insteekdok ZID WEST;;16/04/21 16:17:42;16/04/21 16:45:00;16/04/21 16:40:00;;;16/04/21 16:46:15;;;16/04/21 18:05:00;;;16/04/21 18:05:00;;;1,3;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040602;JOB21020967;SOUTHAMPTON;Southampton;HOEGH LONDON;LOCK;Zuidelijk Insteekdok ZID WEST;;16/04/21 13:30:00;16/04/21 14:05:00;16/04/21 13:45:00;;;16/04/21 14:00:00;;;16/04/21 15:49:13;;;16/04/21 16:20:00;;;1,8;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040491;JOB21020880;SOUTHAMPTON;Southampton;NORD VANQUISH;SHIFT ACHTERHAVEN;Verbindingsdok TAMECO BUITENZIJDE STEIGER;;16/04/21 10:00:00;16/04/21 10:50:00;16/04/21 10:48:49;;;16/04/21 10:48:59;;;16/04/21 12:18:40;;;16/04/21 12:50:00;;;1,5;2,8;Finished;;VRAI
ASS21040307;JOB21020787;SOUTHAMPTON;Southampton;AUTO ECO;LOCK ONLY;Zuidelijk Insteekdok ZID WEST;;15/04/21 21:20:00;15/04/21 21:40:00;15/04/21 21:30:00;;;15/04/21 21:40:00;;;15/04/21 22:25:00;;;15/04/21 23:00:00;;;0,8;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040278;JOB21020768;SOUTHAMPTON;Southampton;HOEGH LONDON;LOCK;;Zuidelijk Insteekdok ZID WEST;15/04/21 19:00:00;15/04/21 19:30:00;15/04/21 19:25:00;;;15/04/21 19:30:00;;;15/04/21 21:20:00;;;15/04/21 21:20:00;;;1,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040123;JOB21020706;SOUTHAMPTON;Southampton;CORAL FUNGIA;VOORHAVEN;;LNG LNG STEIGER WEST;15/04/21 12:30:00;15/04/21 13:30:00;15/04/21 12:57:46;;;15/04/21 13:32:29;;;15/04/21 15:05:00;;;15/04/21 15:35:00;;;1,5;3,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21039998;JOB21020624;SOUTHAMPTON;Southampton;GLOVIS CHALLENGE;LOCK;;Zuidelijk Insteekdok ZID WEST;15/04/21 07:02:52;15/04/21 07:20:00;15/04/21 07:20:00;;;15/04/21 07:20:00;;;15/04/21 07:47:00;;;15/04/21 08:20:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21039875;JOB21020572;SOUTHAMPTON;Southampton;SUNRISE ACE;LOCK;Zuidelijk Insteekdok ZID WEST;;14/04/21 19:15:00;14/04/21 21:50:00;14/04/21 20:40:00;;;14/04/21 21:52:05;;;14/04/21 23:23:12;;;14/04/21 23:53:00;;;1,5;4,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21039424;JOB21020361;SOUTHAMPTON;Southampton;GASLOG GALVESTON;FIREWATCH;;LNG LNG STEIGER WEST;13/04/21 21:40:00;13/04/21 13:45:00;13/04/21 22:05:00;;;13/04/21 22:05:00;;;14/04/21 06:00:00;;;14/04/21 06:30:00;;;7,9;8,8;Finished;;VRAI
ASS21039353;JOB21020335;SOUTHAMPTON;Southampton;CSCL PACIFIC OCEAN;VOORHAVEN;;Albert II dok APM TERMINAL;13/04/21 16:15:01;13/04/21 17:15:00;13/04/21 17:00:00;;;13/04/21 17:15:00;;;13/04/21 18:35:00;;;13/04/21 19:05:00;;;1,3;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21039311;JOB21020292;SOUTHAMPTON;Southampton;LAKE KIVU;LOCK;Zuidelijk Insteekdok ZID WEST;;13/04/21 13:35:00;13/04/21 14:35:00;13/04/21 14:31:56;;;13/04/21 14:37:33;;;13/04/21 16:08:17;;;13/04/21 16:13:52;;;1,5;2,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21039173;JOB21020223;SOUTHAMPTON;Southampton;GASLOG GALVESTON;VOORHAVEN;;LNG LNG STEIGER WEST;13/04/21 10:25:15;13/04/21 11:30:00;13/04/21 11:26:52;;;13/04/21 11:30:00;;;13/04/21 13:31:57;;;13/04/21 13:33:09;;;2,;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21039155;JOB21020195;SOUTHAMPTON;Southampton;GEORGIY USHAKOV;VOORHAVEN;LNG LNG TERMINAL;;13/04/21 09:40:00;13/04/21 09:40:00;13/04/21 09:40:00;;;13/04/21 09:40:00;;;13/04/21 10:22:20;;;13/04/21 10:50:00;;;0,7;1,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21039027;JOB21020125;SOUTHAMPTON;Southampton;BERGAMOT ACE;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok TOYOTA ZID;12/04/21 23:30:00;12/04/21 23:55:00;12/04/21 23:49:29;;;12/04/21 23:56:53;;;13/04/21 00:48:06;;;13/04/21 01:18:00;;;0,9;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038974;JOB21020105;SOUTHAMPTON;Southampton;LAKE KIVU;LOCK;;Zuidelijk Insteekdok ZID WEST;12/04/21 18:15:00;12/04/21 18:50:00;12/04/21 18:46:29;;;12/04/21 18:49:05;;;12/04/21 20:33:02;;;12/04/21 21:03:00;;;1,7;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038714;JOB21019971;SOUTHAMPTON;Southampton;AS PAULINA;VOORHAVEN;;Albert II dok APM TERMINAL;12/04/21 10:00:31;12/04/21 10:40:00;12/04/21 10:43:42;;;12/04/21 10:43:45;;;12/04/21 11:28:20;;;12/04/21 12:00:00;;;0,7;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21038613;JOB21019936;SOUTHAMPTON;Southampton;GLOVIS COUGAR;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;12/04/21 03:45:00;12/04/21 04:00:00;12/04/21 04:01:09;;;12/04/21 04:01:11;;;12/04/21 06:05:07;;;12/04/21 06:35:00;;;2,1;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038592;JOB21019928;SOUTHAMPTON;Southampton;APOLLON HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;12/04/21 00:45:00;12/04/21 01:25:00;12/04/21 01:15:00;;;12/04/21 01:21:49;;;12/04/21 03:42:48;;;12/04/21 04:12:00;;;2,3;3,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038451;JOB21019846;SOUTHAMPTON;Southampton;ELEKTRA;LOCK;Zuidelijk Insteekdok WALLENIUS;;11/04/21 13:07:50;11/04/21 13:40:00;11/04/21 13:15:00;;;11/04/21 13:39:56;;;11/04/21 15:04:47;;;11/04/21 15:35:00;;;1,4;2,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21038706;JOB21019840;SOUTHAMPTON;Southampton;GLOVIS COUGAR;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID WEST;11/04/21 11:59:00;11/04/21 12:20:00;11/04/21 12:23:00;;;11/04/21 12:23:00;;;11/04/21 13:06:00;;;11/04/21 13:06:00;;;0,7;1,1;Finished;;FAUX
ASS21038340;JOB21019794;SOUTHAMPTON;Southampton;GLOVIS COUGAR;LOCK;;Zuidelijk Insteekdok ZID WEST;11/04/21 02:05:00;11/04/21 02:35:00;11/04/21 02:35:00;;;11/04/21 02:37:52;;;11/04/21 04:15:25;;;11/04/21 04:45:00;;;1,6;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038325;JOB21019787;SOUTHAMPTON;Southampton;UNITED SPIRIT;LOCK;Noordelijk Insteekdok ICO WEST;;10/04/21 23:45:00;11/04/21 00:30:00;11/04/21 00:15:00;;;11/04/21 00:32:19;;;11/04/21 02:06:51;;;11/04/21 02:36:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038246;JOB21019762;SOUTHAMPTON;Southampton;VICTORY LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;10/04/21 16:56:22;10/04/21 16:55:00;10/04/21 17:03:28;;;10/04/21 17:03:29;;;10/04/21 18:54:09;;;10/04/21 19:24:00;;;1,8;2,5;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21038216;JOB21019741;SOUTHAMPTON;Southampton;SWAN ACE;LOCK;Zuidelijk Insteekdok ZID WEST;;10/04/21 15:22:05;10/04/21 15:40:00;10/04/21 15:41:56;;;10/04/21 15:41:58;;;10/04/21 16:55:29;;;10/04/21 16:55:36;;;1,2;1,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21038015;JOB21019673;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;10/04/21 01:30:00;10/04/21 02:20:00;10/04/21 02:00:00;;;10/04/21 02:20:00;;;10/04/21 03:38:39;;;10/04/21 04:08:00;;;1,3;2,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21037713;JOB21019486;SOUTHAMPTON;Southampton;OOCL GERMANY;VOORHAVEN;Albert II dok APM TERMINAL;;09/04/21 07:54:55;09/04/21 08:20:00;09/04/21 08:22:06;;;09/04/21 08:22:10;;;09/04/21 09:23:42;;;09/04/21 09:39:23;;;1,;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21037588;JOB21019439;SOUTHAMPTON;Southampton;VIKING DIAMOND;SHIFT ACHTERHAVEN;;Noordelijk Insteekdok ICO WEST;08/04/21 19:10:00;08/04/21 22:35:00;08/04/21 22:20:00;;;08/04/21 22:36:37;;;08/04/21 23:18:38;;;08/04/21 23:48:00;;;0,7;4,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21037412;JOB21019317;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;Zuidelijk Insteekdok ZID OOST;;08/04/21 12:58:06;08/04/21 13:30:00;08/04/21 13:28:21;;;08/04/21 13:28:25;;;08/04/21 15:33:49;;;08/04/21 16:05:00;;;2,1;3,1;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21037301;JOB21019237;SOUTHAMPTON;Southampton;VIKING DIAMOND;LOCK;;Zuidelijk Insteekdok STEIGER TOYOTA;08/04/21 07:37:41;08/04/21 08:20:00;08/04/21 07:58:25;;;08/04/21 08:18:23;;;08/04/21 10:19:02;;;08/04/21 10:50:00;;;2,;3,2;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21037188;JOB21019176;SOUTHAMPTON;Southampton;SPUIGRACHT;VOORHAVEN;Wielingendok STORA WIELINGENDOK;;07/04/21 21:30:00;07/04/21 22:00:00;07/04/21 21:52:07;;;07/04/21 22:00:00;;;07/04/21 22:15:00;;;07/04/21 22:45:00;;;0,3;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21037151;JOB21019155;SOUTHAMPTON;Southampton;OOCL GERMANY;VOORHAVEN;;Albert II dok APM TERMINAL;07/04/21 18:35:00;07/04/21 19:10:00;07/04/21 19:10:51;;;07/04/21 19:10:53;;;07/04/21 20:13:28;;;07/04/21 20:45:00;;;1,;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21037072;JOB21019103;SOUTHAMPTON;Southampton;LISTERHAV;SHIFT VOORHAVEN;Albert II dok VERBRUGGHE TERMINAL;Wielingendok STORA WIELINGENDOK;07/04/21 13:30:00;07/04/21 14:00:00;07/04/21 14:00:00;;;07/04/21 14:00:00;;;07/04/21 15:30:00;;;07/04/21 16:00:00;;;1,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036898;JOB21019010;SOUTHAMPTON;Southampton;ZILTBORG;VOORHAVEN;;Wielingendok STORA WIELINGENDOK;07/04/21 09:50:00;07/04/21 10:45:00;07/04/21 10:00:00;;;07/04/21 10:45:00;;;07/04/21 11:15:00;;;07/04/21 12:00:00;;;0,5;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036870;JOB21018989;SOUTHAMPTON;Southampton;CELINE;VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;07/04/21 08:30:00;07/04/21 09:20:00;07/04/21 08:42:41;;;07/04/21 09:15:00;;;07/04/21 09:50:00;;;07/04/21 10:20:00;;;0,6;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036810;JOB21018956;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;;Hermespier C.RO  HERMESKAAI;07/04/21 03:35:00;07/04/21 03:55:00;07/04/21 03:54:18;;;07/04/21 03:54:20;;;07/04/21 04:25:39;;;07/04/21 04:55:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036787;JOB21018952;SOUTHAMPTON;Southampton;AUTOSKY;LOCK ONLY;;Verbindingsdok ZID WEST;07/04/21 02:15:00;07/04/21 02:03:00;07/04/21 02:21:17;;;07/04/21 02:30:00;;;07/04/21 03:00:45;;;07/04/21 03:35:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036596;JOB21018881;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;;Zuidelijk Insteekdok ZID OOST;06/04/21 15:08:00;06/04/21 15:35:00;06/04/21 15:20:14;;;06/04/21 15:35:00;;;06/04/21 18:00:00;;;06/04/21 18:30:00;;;2,4;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036570;JOB21018860;SOUTHAMPTON;Southampton;DELPHINE;SHIFT VOORHAVEN;;Albert II dok ALBERT II DOK;06/04/21 13:20:00;06/04/21 13:55:00;06/04/21 13:55:00;;;06/04/21 13:55:00;;;06/04/21 15:08:00;;;06/04/21 15:38:00;;;1,2;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036478;JOB21018784;SOUTHAMPTON;Southampton;DELPHINUS LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;06/04/21 11:00:00;06/04/21 11:15:00;06/04/21 11:15:00;;;06/04/21 11:20:00;;;06/04/21 12:55:00;;;06/04/21 13:25:00;;;1,6;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21035926;JOB21018520;SOUTHAMPTON;Southampton;UMM AL AMAD;VOORHAVEN;LNG LNG STEIGER WEST;;04/04/21 21:30:03;04/04/21 21:50:00;04/04/21 21:55:00;;;04/04/21 22:05:00;;;04/04/21 22:40:00;;;04/04/21 23:45:00;;;0,6;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035850;JOB21018495;SOUTHAMPTON;Southampton;AMBER ARROW;LOCK;;Zuidelijk Insteekdok ZID OOST;04/04/21 15:00:00;04/04/21 15:45:00;04/04/21 15:13:46;;;04/04/21 15:45:00;;;04/04/21 16:15:00;;;04/04/21 16:45:00;;;0,5;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035637;JOB21018436;SOUTHAMPTON;Southampton;CSCL JUPITER;VOORHAVEN;;Albert II dok APM TERMINAL;04/04/21 03:30:00;04/04/21 04:35:00;04/04/21 04:24:34;;;04/04/21 04:35:00;;;04/04/21 05:35:00;;;04/04/21 06:05:00;;;1,;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035591;JOB21018404;SOUTHAMPTON;Southampton;GLOVIS SUPREME;LOCK;;Zuidelijk Insteekdok ZID OOST;03/04/21 22:28:56;03/04/21 22:50:00;03/04/21 22:35:00;;;03/04/21 22:48:43;;;03/04/21 23:23:44;;;03/04/21 23:55:00;;;0,6;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035555;JOB21018390;SOUTHAMPTON;Southampton;UMM AL AMAD;VOORHAVEN;;LNG LNG STEIGER WEST;03/04/21 20:25:41;03/04/21 20:50:00;03/04/21 20:51:34;;;03/04/21 20:51:36;;;03/04/21 22:27:29;;;03/04/21 22:28:11;;;1,6;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035545;JOB21018373;SOUTHAMPTON;Southampton;NIKOLAY ZUBOV;VOORHAVEN;LNG LNG TERMINAL;;03/04/21 18:30:00;03/04/21 18:45:00;03/04/21 18:40:51;;;03/04/21 18:45:00;;;03/04/21 19:32:21;;;03/04/21 20:05:00;;;0,8;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036431;JOB21018360;SOUTHAMPTON;Southampton;TRAVIATA;LOCK;;Zuidelijk Insteekdok ZID WEST;03/04/21 15:10:00;03/04/21 15:44:00;03/04/21 15:25:00;;;03/04/21 15:44:00;;;03/04/21 16:10:00;;;03/04/21 16:40:00;;;0,4;1,5;Finished;;FAUX
ASS21035475;JOB21018346;SOUTHAMPTON;Southampton;AUTO ECO;LOCK ONLY;Zuidelijk Insteekdok ZID WEST;;03/04/21 13:40:00;03/04/21 14:00:00;03/04/21 13:50:00;;;03/04/21 14:00:00;;;03/04/21 14:40:00;;;03/04/21 16:00:00;;;0,7;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035263;JOB21018231;SOUTHAMPTON;Southampton;RCC PASSION;LOCK;;Zuidelijk Insteekdok ZID WEST;03/04/21 03:50:00;03/04/21 02:00:00;03/04/21 04:11:03;;;03/04/21 04:11:06;;;03/04/21 05:24:38;;;03/04/21 05:55:00;;;1,2;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035240;JOB21018243;SOUTHAMPTON;Southampton;HERMINE;VOORHAVEN;;Wielingendok WIELINGENDOK;03/04/21 02:15:00;03/04/21 03:00:00;03/04/21 02:45:00;;;03/04/21 03:00:00;;;03/04/21 03:49:19;;;03/04/21 03:50:00;;;0,8;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035221;JOB21018226;SOUTHAMPTON;Southampton;VEGA LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;02/04/21 23:59:00;03/04/21 00:30:00;03/04/21 00:25:00;;;03/04/21 00:30:00;;;03/04/21 02:15:00;;;03/04/21 02:15:00;;;1,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035152;JOB21018178;SOUTHAMPTON;Southampton;DELPHINUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;02/04/21 16:00:00;02/04/21 16:15:00;02/04/21 17:05:00;;;02/04/21 17:15:00;;;02/04/21 17:58:00;;;02/04/21 18:28:00;;;0,7;2,5;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21035133;JOB21018179;SOUTHAMPTON;Southampton;GREEN ZEEBRUGGE;SHIFT VOOR-ACHTERHVN;Visartsluis - ZP1 OCHZ WESTERHOOFD;Zuidelijk Insteekdok ZID WEST;02/04/21 14:10:00;02/04/21 14:10:00;02/04/21 14:10:00;;;02/04/21 14:10:00;;;02/04/21 16:00:00;;;02/04/21 16:30:00;;;1,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035026;JOB21018106;SOUTHAMPTON;Southampton;VICTORINE;SHIFT VOORHAVEN;;Albert II dok ALBERT II DOK;02/04/21 11:45:00;02/04/21 11:55:00;02/04/21 11:55:00;;;02/04/21 11:55:00;;;02/04/21 12:20:00;;;02/04/21 12:50:00;;;0,4;1,1;Finished;TOWING WINCH FWD / PORT;VRAI
