Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21040726;JOB21021039;SOUTHAMPTON;Southampton;VIKING CONSTANZA;LOCK;;Noordelijk Insteekdok CTO OOST;2021-04-16 18:05:00;16/04/21 18:30:00;2021-04-16 18:20:00;47.3664;68875 - 68889;16/04/21 18:30:00;;;16/04/21 20:00:00;;;16/04/21 20:15:00;;;1,5;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040667;JOB21021004;SOUTHAMPTON;Southampton;GLOVIS CHALLENGE;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-16 16:17:42;16/04/21 16:45:00;2021-04-16 16:40:00;38.507200000000005;68768 - 68790;16/04/21 16:46:15;;;16/04/21 18:05:00;;;16/04/21 18:05:00;;;1,3;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040602;JOB21020967;SOUTHAMPTON;Southampton;HOEGH LONDON;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-16 13:30:00;16/04/21 14:05:00;2021-04-16 13:45:00;8.9399;68601 - 68615;16/04/21 14:00:00;;;16/04/21 15:49:13;;;16/04/21 16:20:00;;;1,8;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040491;JOB21020880;SOUTHAMPTON;Southampton;NORD VANQUISH;SHIFT ACHTERHAVEN;Verbindingsdok TAMECO BUITENZIJDE STEIGER;;2021-04-16 10:00:00;16/04/21 10:50:00;2021-04-16 10:48:49;78.84899999999999;68391 - 68439;16/04/21 10:48:59;;;16/04/21 12:18:40;;;16/04/21 12:50:00;;;1,5;2,8;Finished;;VRAI
ASS21040307;JOB21020787;SOUTHAMPTON;Southampton;AUTO ECO;LOCK ONLY;Zuidelijk Insteekdok ZID WEST;;2021-04-15 21:20:00;15/04/21 21:40:00;2021-04-15 21:30:00;7.6607;67630 - 67639;15/04/21 21:40:00;;;15/04/21 22:25:00;;;15/04/21 23:00:00;;;0,8;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040278;JOB21020768;SOUTHAMPTON;Southampton;HOEGH LONDON;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-15 19:00:00;15/04/21 19:30:00;2021-04-15 19:25:00;50.828900000000004;67490 - 67514;15/04/21 19:30:00;;;15/04/21 21:20:00;;;15/04/21 21:20:00;;;1,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040123;JOB21020706;SOUTHAMPTON;Southampton;CORAL FUNGIA;VOORHAVEN;;LNG LNG STEIGER WEST;2021-04-15 12:30:00;15/04/21 13:30:00;2021-04-15 12:57:46;15.9487;67101 - 67128;15/04/21 13:32:29;;;15/04/21 15:05:00;;;15/04/21 15:35:00;;;1,5;3,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21039998;JOB21020624;SOUTHAMPTON;Southampton;GLOVIS CHALLENGE;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-15 07:02:52;15/04/21 07:20:00;2021-04-15 07:20:00;101.9733;66773 - 66789;15/04/21 07:20:00;;;15/04/21 07:47:00;;;15/04/21 08:20:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21039875;JOB21020572;SOUTHAMPTON;Southampton;SUNRISE ACE;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-14 19:15:00;14/04/21 21:50:00;2021-04-14 20:40:00;101.58719672369999;66065 - 66149;14/04/21 21:52:05;;;14/04/21 23:23:12;;;14/04/21 23:53:00;;;1,5;4,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21039424;JOB21020361;SOUTHAMPTON;Southampton;GASLOG GALVESTON;FIREWATCH;;LNG LNG STEIGER WEST;2021-04-13 21:40:00;13/04/21 13:45:00;2021-04-13 22:05:00;21.484699999999997;64770 - 64794;13/04/21 22:05:00;;;14/04/21 06:00:00;;;14/04/21 06:30:00;;;7,9;8,8;Finished;;VRAI
ASS21039353;JOB21020335;SOUTHAMPTON;Southampton;CSCL PACIFIC OCEAN;VOORHAVEN;;Albert II dok APM TERMINAL;2021-04-13 16:15:01;13/04/21 17:15:00;2021-04-13 17:00:00;61.3035;64445 - 64489;13/04/21 17:15:00;;;13/04/21 18:35:00;;;13/04/21 19:05:00;;;1,3;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21039311;JOB21020292;SOUTHAMPTON;Southampton;LAKE KIVU;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-13 13:35:00;13/04/21 14:35:00;2021-04-13 14:31:56;85.5051;64286 - 64341;13/04/21 14:37:33;;;13/04/21 16:08:17;;;13/04/21 16:13:52;;;1,5;2,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21039173;JOB21020223;SOUTHAMPTON;Southampton;GASLOG GALVESTON;VOORHAVEN;;LNG LNG STEIGER WEST;2021-04-13 10:25:15;13/04/21 11:30:00;2021-04-13 11:26:52;61.4171;64096 - 64157;13/04/21 11:30:00;;;13/04/21 13:31:57;;;13/04/21 13:33:09;;;2,;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21039155;JOB21020195;SOUTHAMPTON;Southampton;GEORGIY USHAKOV;VOORHAVEN;LNG LNG TERMINAL;;2021-04-13 09:40:00;13/04/21 09:40:00;2021-04-13 09:40:00;;;13/04/21 09:40:00;;;13/04/21 10:22:20;;;13/04/21 10:50:00;;;0,7;1,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21039027;JOB21020125;SOUTHAMPTON;Southampton;BERGAMOT ACE;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok TOYOTA ZID;2021-04-12 23:30:00;12/04/21 23:55:00;2021-04-12 23:49:29;54.409099999999995;63440 - 63458;12/04/21 23:56:53;;;13/04/21 00:48:06;;;13/04/21 01:18:00;;;0,9;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038974;JOB21020105;SOUTHAMPTON;Southampton;LAKE KIVU;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-12 18:15:00;12/04/21 18:50:00;2021-04-12 18:46:29;28.3202;63125 - 63156;12/04/21 18:49:05;;;12/04/21 20:33:02;;;12/04/21 21:03:00;;;1,7;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038714;JOB21019971;SOUTHAMPTON;Southampton;AS PAULINA;VOORHAVEN;;Albert II dok APM TERMINAL;2021-04-12 10:00:31;12/04/21 10:40:00;2021-04-12 10:43:42;65.7936;62631 - 62673;12/04/21 10:43:45;;;12/04/21 11:28:20;;;12/04/21 12:00:00;;;0,7;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21038613;JOB21019936;SOUTHAMPTON;Southampton;GLOVIS COUGAR;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;2021-04-12 03:45:00;12/04/21 04:00:00;2021-04-12 04:01:09;21.1811;62255 - 62270;12/04/21 04:01:11;;;12/04/21 06:05:07;;;12/04/21 06:35:00;;;2,1;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038592;JOB21019928;SOUTHAMPTON;Southampton;APOLLON HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-04-12 00:45:00;12/04/21 01:25:00;2021-04-12 01:15:00;28.1008;62075 - 62104;12/04/21 01:21:49;;;12/04/21 03:42:48;;;12/04/21 04:12:00;;;2,3;3,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038451;JOB21019846;SOUTHAMPTON;Southampton;ELEKTRA;LOCK;Zuidelijk Insteekdok WALLENIUS;;2021-04-11 13:07:50;11/04/21 13:40:00;2021-04-11 13:15:00;33.4485;61378 - 61385;11/04/21 13:39:56;;;11/04/21 15:04:47;;;11/04/21 15:35:00;;;1,4;2,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21038706;JOB21019840;SOUTHAMPTON;Southampton;GLOVIS COUGAR;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID WEST;2021-04-11 11:59:00;11/04/21 12:20:00;2021-04-11 12:23:00;41.1307;61310 - 61333;11/04/21 12:23:00;;;11/04/21 13:06:00;;;11/04/21 13:06:00;;;0,7;1,1;Finished;;FAUX
ASS21038340;JOB21019794;SOUTHAMPTON;Southampton;GLOVIS COUGAR;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-11 02:05:00;11/04/21 02:35:00;2021-04-11 02:35:00;41.832;60715 - 60744;11/04/21 02:37:52;;;11/04/21 04:15:25;;;11/04/21 04:45:00;;;1,6;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038325;JOB21019787;SOUTHAMPTON;Southampton;UNITED SPIRIT;LOCK;Noordelijk Insteekdok ICO WEST;;2021-04-10 23:45:00;11/04/21 00:30:00;2021-04-11 00:15:00;32.3991;60575 - 60604;11/04/21 00:32:19;;;11/04/21 02:06:51;;;11/04/21 02:36:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21038246;JOB21019762;SOUTHAMPTON;Southampton;VICTORY LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-10 16:56:22;10/04/21 16:55:00;2021-04-10 17:03:28;27.6047;60167 - 60173;10/04/21 17:03:29;;;10/04/21 18:54:09;;;10/04/21 19:24:00;;;1,8;2,5;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21038216;JOB21019741;SOUTHAMPTON;Southampton;SWAN ACE;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-10 15:22:05;10/04/21 15:40:00;2021-04-10 15:41:56;46.9477;60073 - 60091;10/04/21 15:41:58;;;10/04/21 16:55:29;;;10/04/21 16:55:36;;;1,2;1,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21038015;JOB21019673;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-10 01:30:00;10/04/21 02:20:00;2021-04-10 02:00:00;26.4005;59240 - 59269;10/04/21 02:20:00;;;10/04/21 03:38:39;;;10/04/21 04:08:00;;;1,3;2,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21037713;JOB21019486;SOUTHAMPTON;Southampton;OOCL GERMANY;VOORHAVEN;Albert II dok APM TERMINAL;;2021-04-09 07:54:55;09/04/21 08:20:00;2021-04-09 08:22:06;54.6001;58184 - 58211;09/04/21 08:22:10;;;09/04/21 09:23:42;;;09/04/21 09:39:23;;;1,;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21037588;JOB21019439;SOUTHAMPTON;Southampton;VIKING DIAMOND;SHIFT ACHTERHAVEN;;Noordelijk Insteekdok ICO WEST;2021-04-08 19:10:00;08/04/21 22:35:00;2021-04-08 22:20:00;119.7563966753;57420 - 57609;08/04/21 22:36:37;;;08/04/21 23:18:38;;;08/04/21 23:48:00;;;0,7;4,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21037412;JOB21019317;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;Zuidelijk Insteekdok ZID OOST;;2021-04-08 12:58:06;08/04/21 13:30:00;2021-04-08 13:28:21;54.9781;57049 - 57078;08/04/21 13:28:25;;;08/04/21 15:33:49;;;08/04/21 16:05:00;;;2,1;3,1;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21037301;JOB21019237;SOUTHAMPTON;Southampton;VIKING DIAMOND;LOCK;;Zuidelijk Insteekdok STEIGER TOYOTA;2021-04-08 07:37:41;08/04/21 08:20:00;2021-04-08 07:58:25;28.4999;56727 - 56747;08/04/21 08:18:23;;;08/04/21 10:19:02;;;08/04/21 10:50:00;;;2,;3,2;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21037188;JOB21019176;SOUTHAMPTON;Southampton;SPUIGRACHT;VOORHAVEN;Wielingendok STORA WIELINGENDOK;;2021-04-07 21:30:00;07/04/21 22:00:00;2021-04-07 21:52:07;14.5251;56120 - 56141;07/04/21 22:00:00;;;07/04/21 22:15:00;;;07/04/21 22:45:00;;;0,3;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21037151;JOB21019155;SOUTHAMPTON;Southampton;OOCL GERMANY;VOORHAVEN;;Albert II dok APM TERMINAL;2021-04-07 18:35:00;07/04/21 19:10:00;2021-04-07 19:10:51;115.3587;55945 - 55980;07/04/21 19:10:53;;;07/04/21 20:13:28;;;07/04/21 20:45:00;;;1,;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21037072;JOB21019103;SOUTHAMPTON;Southampton;LISTERHAV;SHIFT VOORHAVEN;Albert II dok VERBRUGGHE TERMINAL;Wielingendok STORA WIELINGENDOK;2021-04-07 13:30:00;07/04/21 14:00:00;2021-04-07 14:00:00;64.0619;55641 - 55670;07/04/21 14:00:00;;;07/04/21 15:30:00;;;07/04/21 16:00:00;;;1,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036898;JOB21019010;SOUTHAMPTON;Southampton;ZILTBORG;VOORHAVEN;;Wielingendok STORA WIELINGENDOK;2021-04-07 09:50:00;07/04/21 10:45:00;2021-04-07 10:00:00;69.15469999999999;55421 - 55430;07/04/21 10:45:00;;;07/04/21 11:15:00;;;07/04/21 12:00:00;;;0,5;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036870;JOB21018989;SOUTHAMPTON;Southampton;CELINE;VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;2021-04-07 08:30:00;07/04/21 09:20:00;2021-04-07 08:42:41;32.313100000000006;55339 - 55351;07/04/21 09:15:00;;;07/04/21 09:50:00;;;07/04/21 10:20:00;;;0,6;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036810;JOB21018956;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;;Hermespier C.RO  HERMESKAAI;2021-04-07 03:35:00;07/04/21 03:55:00;2021-04-07 03:54:18;71.2938;55045 - 55063;07/04/21 03:54:20;;;07/04/21 04:25:39;;;07/04/21 04:55:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036787;JOB21018952;SOUTHAMPTON;Southampton;AUTOSKY;LOCK ONLY;;Verbindingsdok ZID WEST;2021-04-07 02:15:00;07/04/21 02:03:00;2021-04-07 02:21:17;20.548500000000004;54965 - 54970;07/04/21 02:30:00;;;07/04/21 03:00:45;;;07/04/21 03:35:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036596;JOB21018881;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-04-06 15:08:00;06/04/21 15:35:00;2021-04-06 15:20:14;54.1164;54298 - 54310;06/04/21 15:35:00;;;06/04/21 18:00:00;;;06/04/21 18:30:00;;;2,4;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036570;JOB21018860;SOUTHAMPTON;Southampton;DELPHINE;SHIFT VOORHAVEN;;Albert II dok ALBERT II DOK;2021-04-06 13:20:00;06/04/21 13:55:00;2021-04-06 13:55:00;82.8784;54190 - 54224;06/04/21 13:55:00;;;06/04/21 15:08:00;;;06/04/21 15:38:00;;;1,2;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036478;JOB21018784;SOUTHAMPTON;Southampton;DELPHINUS LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-06 11:00:00;06/04/21 11:15:00;2021-04-06 11:15:00;60.50279999999999;54051 - 54065;06/04/21 11:20:00;;;06/04/21 12:55:00;;;06/04/21 13:25:00;;;1,6;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21035926;JOB21018520;SOUTHAMPTON;Southampton;UMM AL AMAD;VOORHAVEN;LNG LNG STEIGER WEST;;2021-04-04 21:30:03;04/04/21 21:50:00;2021-04-04 21:55:00;;;04/04/21 22:05:00;;;04/04/21 22:40:00;;;04/04/21 23:45:00;;;0,6;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035850;JOB21018495;SOUTHAMPTON;Southampton;AMBER ARROW;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-04-04 15:00:00;04/04/21 15:45:00;2021-04-04 15:13:46;;;04/04/21 15:45:00;;;04/04/21 16:15:00;;;04/04/21 16:45:00;;;0,5;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035637;JOB21018436;SOUTHAMPTON;Southampton;CSCL JUPITER;VOORHAVEN;;Albert II dok APM TERMINAL;2021-04-04 03:30:00;04/04/21 04:35:00;2021-04-04 04:24:34;;;04/04/21 04:35:00;;;04/04/21 05:35:00;;;04/04/21 06:05:00;;;1,;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035591;JOB21018404;SOUTHAMPTON;Southampton;GLOVIS SUPREME;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-04-03 22:28:56;03/04/21 22:50:00;2021-04-03 22:35:00;;;03/04/21 22:48:43;;;03/04/21 23:23:44;;;03/04/21 23:55:00;;;0,6;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035555;JOB21018390;SOUTHAMPTON;Southampton;UMM AL AMAD;VOORHAVEN;;LNG LNG STEIGER WEST;2021-04-03 20:25:41;03/04/21 20:50:00;2021-04-03 20:51:34;;;03/04/21 20:51:36;;;03/04/21 22:27:29;;;03/04/21 22:28:11;;;1,6;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035545;JOB21018373;SOUTHAMPTON;Southampton;NIKOLAY ZUBOV;VOORHAVEN;LNG LNG TERMINAL;;2021-04-03 18:30:00;03/04/21 18:45:00;2021-04-03 18:40:51;;;03/04/21 18:45:00;;;03/04/21 19:32:21;;;03/04/21 20:05:00;;;0,8;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21036431;JOB21018360;SOUTHAMPTON;Southampton;TRAVIATA;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-03 15:10:00;03/04/21 15:44:00;2021-04-03 15:25:00;;;03/04/21 15:44:00;;;03/04/21 16:10:00;;;03/04/21 16:40:00;;;0,4;1,5;Finished;;FAUX
ASS21035475;JOB21018346;SOUTHAMPTON;Southampton;AUTO ECO;LOCK ONLY;Zuidelijk Insteekdok ZID WEST;;2021-04-03 13:40:00;03/04/21 14:00:00;2021-04-03 13:50:00;;;03/04/21 14:00:00;;;03/04/21 14:40:00;;;03/04/21 16:00:00;;;0,7;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035263;JOB21018231;SOUTHAMPTON;Southampton;RCC PASSION;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-03 03:50:00;03/04/21 02:00:00;2021-04-03 04:11:03;;;03/04/21 04:11:06;;;03/04/21 05:24:38;;;03/04/21 05:55:00;;;1,2;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035240;JOB21018243;SOUTHAMPTON;Southampton;HERMINE;VOORHAVEN;;Wielingendok WIELINGENDOK;2021-04-03 02:15:00;03/04/21 03:00:00;2021-04-03 02:45:00;;;03/04/21 03:00:00;;;03/04/21 03:49:19;;;03/04/21 03:50:00;;;0,8;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035221;JOB21018226;SOUTHAMPTON;Southampton;VEGA LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-04-02 23:59:00;03/04/21 00:30:00;2021-04-03 00:25:00;;;03/04/21 00:30:00;;;03/04/21 02:15:00;;;03/04/21 02:15:00;;;1,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035152;JOB21018178;SOUTHAMPTON;Southampton;DELPHINUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-04-02 16:00:00;02/04/21 16:15:00;2021-04-02 17:05:00;;;02/04/21 17:15:00;;;02/04/21 17:58:00;;;02/04/21 18:28:00;;;0,7;2,5;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21035133;JOB21018179;SOUTHAMPTON;Southampton;GREEN ZEEBRUGGE;SHIFT VOOR-ACHTERHVN;Visartsluis - ZP1 OCHZ WESTERHOOFD;Zuidelijk Insteekdok ZID WEST;2021-04-02 14:10:00;02/04/21 14:10:00;2021-04-02 14:10:00;;;02/04/21 14:10:00;;;02/04/21 16:00:00;;;02/04/21 16:30:00;;;1,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035026;JOB21018106;SOUTHAMPTON;Southampton;VICTORINE;SHIFT VOORHAVEN;;Albert II dok ALBERT II DOK;2021-04-02 11:45:00;02/04/21 11:55:00;2021-04-02 11:55:00;;;02/04/21 11:55:00;;;02/04/21 12:20:00;;;02/04/21 12:50:00;;;0,4;1,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21035039;JOB21018109;SOUTHAMPTON;Southampton;DELPHINE;SHIFT VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;2021-04-02 11:20:00;02/04/21 12:35:00;2021-04-02 11:35:00;;;02/04/21 12:37:00;;;02/04/21 14:01:04;;;02/04/21 14:31:00;;;1,4;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034979;JOB21018093;SOUTHAMPTON;Southampton;CMA CGM FORT DE FRANCE;VOORHAVEN;Albert II dok APM TERMINAL;;2021-04-02 09:30:00;02/04/21 10:00:00;2021-04-02 09:35:00;;;02/04/21 10:00:00;;;02/04/21 10:25:00;;;02/04/21 10:55:00;;;0,4;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034903;JOB21018071;SOUTHAMPTON;Southampton;CLEAN PLANET;VOORHAVEN;;LNG LNG STEIGER WEST;2021-04-02 06:15:00;02/04/21 07:30:00;2021-04-02 06:45:00;;;02/04/21 07:30:00;;;02/04/21 09:20:00;;;02/04/21 09:50:00;;;1,8;3,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034834;JOB21018033;SOUTHAMPTON;Southampton;PARADISE ACE;LOCK;Zuidelijk Insteekdok ZID OOST;;2021-04-01 23:00:08;01/04/21 23:40:00;2021-04-01 23:30:00;;;01/04/21 23:40:00;;;02/04/21 01:45:00;;;02/04/21 02:15:00;;;2,1;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034815;JOB21018026;SOUTHAMPTON;Southampton;ENDURANCE;LOCK;Zuidelijk Insteekdok SRT ZID;;2021-04-01 19:30:00;01/04/21 21:00:00;2021-04-01 20:30:00;;;01/04/21 21:19:20;;;01/04/21 22:10:00;;;01/04/21 22:25:00;;;0,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034556;JOB21017852;SOUTHAMPTON;Southampton;BORIS DAVYDOV;FIREWATCH;Brandwacht;LNG LNG TERMINAL;2021-04-01 08:45:00;01/04/21 08:45:00;2021-04-01 08:55:00;;;01/04/21 08:55:00;;;01/04/21 19:30:00;;;01/04/21 20:00:00;;;10,6;11,3;Finished;;FAUX
ASS21034513;JOB21017834;SOUTHAMPTON;Southampton;BORIS DAVYDOV;VOORHAVEN;;LNG LNG TERMINAL;2021-04-01 06:10:00;01/04/21 06:45:00;2021-04-01 06:35:00;;;01/04/21 06:45:00;;;01/04/21 08:45:00;;;01/04/21 09:15:00;;;2,;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034445;JOB21017799;SOUTHAMPTON;Southampton;SIRIUS HIGHWAY;LOCK;Zuidelijk Insteekdok ZID OOST;;2021-03-31 23:30:00;01/04/21 00:05:00;2021-04-01 00:00:34;35.9593;53822 - 53851;01/04/21 00:05:30;;;01/04/21 01:44:49;;;01/04/21 02:14:21;;;1,7;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034273;JOB21017700;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;;Noordelijk Insteekdok ICO WEST;2021-03-31 11:25:00;31/03/21 11:35:00;2021-03-31 11:30:00;12.7785;53096 - 53100;31/03/21 11:35:00;;;31/03/21 13:30:00;;;31/03/21 14:00:00;;;1,9;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034135;JOB21017641;SOUTHAMPTON;Southampton;EMERALD LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-31 00:01:57;31/03/21 00:35:00;2021-03-31 00:35:13;27.7106;52413 - 52446;31/03/21 00:35:15;;;31/03/21 01:59:04;;;31/03/21 02:29:21;;;1,4;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033996;JOB21017586;SOUTHAMPTON;Southampton;GLOVIS CROWN;SHIFT ACHTERHAVEN;k511;k523;2021-03-30 14:55:00;30/03/21 15:25:00;2021-03-30 15:10:00;12.632700000000002;51866 - 51880;30/03/21 15:25:00;;;30/03/21 16:25:00;;;30/03/21 16:55:00;;;1,;2,;Finished;;VRAI
ASS21033941;JOB21017551;SOUTHAMPTON;Southampton;VIRGO LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-30 13:05:00;30/03/21 14:15:00;2021-03-30 13:55:00;34.1781;51756 - 51805;30/03/21 14:15:00;;;30/03/21 14:55:00;;;30/03/21 14:55:00;;;0,7;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033775;JOB21017445;SOUTHAMPTON;Southampton;BRASILIA HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-30 01:35:00;30/03/21 02:20:00;2021-03-30 02:05:00;14.440999999999999;51066 - 51095;30/03/21 02:18:15;;;30/03/21 04:25:08;;;30/03/21 04:55:12;;;2,1;3,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21033570;JOB21017293;SOUTHAMPTON;Southampton;ELEGANT ACE;LOCK;Noordelijk Insteekdok ICO WEST;;2021-03-29 14:45:00;29/03/21 15:10:00;2021-03-29 15:00:00;52.9505;50415 - 50429;29/03/21 15:10:00;;;29/03/21 17:05:00;;;29/03/21 17:35:00;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033522;JOB21017275;SOUTHAMPTON;Southampton;GRAND HERO;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-29 13:25:00;29/03/21 13:50:00;2021-03-29 13:45:00;67.1756;50336 - 50355;29/03/21 13:50:00;;;29/03/21 14:45:00;;;29/03/21 14:45:00;;;0,9;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033237;JOB21017147;SOUTHAMPTON;Southampton;VIRGO LEADER;LOCK;Ligplaats 1303, VERREBROEKDOK;Zuidelijk Insteekdok ZID WEST;2021-03-29 01:45:00;29/03/21 02:20:00;2021-03-29 02:15:00;21.5938966465;49636 - 49665;29/03/21 02:20:00;;;29/03/21 04:07:11;;;29/03/21 04:37:05;;;1,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033127;JOB21017101;SOUTHAMPTON;Southampton;PAULINE;VOORHAVEN;;Hermespier C.RO HERMESKAAI;2021-03-28 18:30:00;28/03/21 19:00:00;2021-03-28 19:00:00;82.7146;49202 - 49231;28/03/21 19:00:00;;;28/03/21 19:15:00;;;28/03/21 19:45:00;;;0,3;1,3;Finished;;VRAI
ASS21033092;JOB21017091;SOUTHAMPTON;Southampton;TENNA KOSAN;VOORHAVEN;;Geul West - ZP1 BBM;2021-03-28 17:00:00;28/03/21 17:40:00;2021-03-28 17:15:00;29.502200000000002;49112 - 49126;28/03/21 17:40:00;;;28/03/21 18:30:00;;;28/03/21 19:00:00;;;0,8;2,;Finished;TOWING WINCH FWD / PORT;FAUX
